# Languages
System.LanguagesName.EN:				영어
GMCommands.Player.FriendRemoved:          {1}의 친구 목록에서 {0}을(를) 제거했습니다.
GMCommands.Player.NoOnlinePlayerNamed:    {0} 이름의 온라인 플레이어가 없습니다.
GMCommands.Player.CharacterNameNotUnique: 캐릭터 이름이 유일하지 않습니다.
GMCommands.Player.CannotAddSelfFriend:    자기 자신을 친구 목록에 추가할 수 없습니다!
GMCommands.Player.TargetFriendAdded:      {0} (권한 레벨: {1})님이 당신의 친구 목록에 {2}을(를) 추가했습니다!
GMCommands.Player.FriendAdded:            {1}의 친구 목록에 {0}을(를) 추가했습니다.
GMCommands.Player.TargetRespecAwarded:    {0} (권한 레벨: {1})님이 당신에게 {2} {3} 리스펙을 지급했습니다.
GMCommands.Player.RespecAwarded:          {2}에게 {0} {1} 리스펙을 지급했습니다.
GMCommands.Player.Respec.Single:          단일
GMCommands.Player.Respec.Full:            전체
GMCommands.Player.Respec.Realm:           렐름
GMCommands.Player.Respec.DOL:             DOL 전체
GMCommands.Player.Respec.Champion:        챔피언
GMCommands.Player.TargetCharacterSaved:   {0} (권한 레벨: {1})님이 당신의 캐릭터를 저장했습니다.
GMCommands.Player.CharacterSaved:         {0}을(를) 저장했습니다.
GMCommands.Player.AllCharactersSaved:     모든 캐릭터를 저장했습니다!
GMCommands.Player.KickGMUseKickCommand:   게임마스터를 추방하려면 /kick <name>을 사용하세요. 실수로 추방하는 일을 막기 위한 제한입니다.
GMCommands.Player.TargetKickAll:          {0} (권한 레벨: {1})님이 모든 플레이어를 추방했습니다!
GMCommands.Player.Resurrected:            {0}을(를) 부활시켰습니다.
GMCommands.Player.TargetResurrectedBy:    {0}님이 당신을 부활시켰습니다!
GMCommands.Player.PlayerNotDead:          플레이어가 죽은 상태가 아닙니다!
GMCommands.Player.ReviveSelf:             스스로 부활했습니다.
GMCommands.Player.YouAreNotDead:          당신은 죽은 상태가 아닙니다!
GMCommands.Player.RezSyntax:              사용법: /player rez <albs|mids|hibs|all>
GMCommands.Player.CannotUseOnGamemasters: 이 명령어는 게임마스터에게 사용할 수 없습니다!
GMCommands.Player.KilledPlayer:           {0}을(를) 처치했습니다.
GMCommands.Player.TargetKilledBy:         {0}님이 당신을 처치했습니다!
GMCommands.Player.PlayerNotAlive:         플레이어가 살아 있는 상태가 아닙니다!
GMCommands.Player.AlreadyDeadUseRezSelf:  이미 죽은 상태입니다. 자신을 부활시키려면 /player rez <self>를 사용하세요.
GMCommands.Player.KilledSelf:             스스로 목숨을 끊었습니다!
GMCommands.Player.InvalidArgument:        '{0}'은(는) 올바른 인자가 아닙니다.
GMCommands.Player.PlayersJumped:          {0}명의 플레이어를 이동시켰습니다!
GMCommands.Player.PlayerUpdated:          {0}을(를) 갱신했습니다.
GMCommands.Player.SaddlebagsSet:          {0}의 활성 안장 가방을 0x{1:X2}(으)로 설정했습니다!
GMCommands.Player.TargetSaddlebagsSet:    {1}님이 당신의 활성 안장 가방을 0x{0:X2}(으)로 설정했습니다!
GMCommands.Player.ValidSaddlebagValues:   안장 가방 값은 0에서 15 사이여야 합니다!
GMCommands.Player.NoGroup:                플레이어가 그룹에 속해 있지 않습니다!
GMCommands.Player.GroupMembersTitle:      그룹 구성원
GMCommands.Player.PositiveSpellEffects:   - 이로운 주문 효과
GMCommands.Player.NegativeSpellEffects:   - 해로운 주문 효과
GMCommands.Player.EffectCasterNone:       없음
GMCommands.Player.EffectCasterSelf:       자신
GMCommands.Player.SpellEffectLine:        -- {0} ({1}, 레벨 {2}): {3} (시전자), {4}초 남음
GMCommands.Player.PlayerEffectsTitle:     플레이어 효과
GMCommands.Player.ClassSyntax:            /player class <list|classID|className>
GMCommands.Player.ClassListTitle:         [클래스 ID 목록]
GMCommands.Player.ClassNeedsTarget:       이 명령어를 사용하려면 플레이어 대상이 필요합니다!
GMCommands.Player.ClassUseIdOrName:       클래스 ID 또는 클래스 이름을 사용해야 합니다. /player class list를 확인하세요.
GMCommands.Player.AreaDataQuestId:        : 데이터 퀘스트 ID: {0}
GMCommands.Player.AreaQuestStep:          , 지역 퀘스트 단계 = {0}
GMCommands.Player.AreaEligible:           , 자격 여부 = {0}
GMCommands.Player.None:                   없음
GMCommands.Player.All:                    모두
GMCommands.Player.CurrentAreasTitle:      {0} - 현재 지역
GMCommands.Player.InventoryNameLastname:  - 이름/성: {0} {1}
GMCommands.Player.InventoryRealmLevelClass: - 렐름/레벨/클래스: {0} {1} {2}
GMCommands.Player.InventoryWearing:       ----- 착용 중:
GMCommands.Player.InventoryBackpack:      ----- 가방:
GMCommands.Player.InventoryVault:         ----- 보관함:
GMCommands.Player.InventoryHousing:       ----- 주택 보관함:
GMCommands.Player.InventoryConsignment:   ----- 위탁 상인:
GMCommands.Player.InventoryUnknownLimit:  알 수 없는 명령입니다. wear | bag | vault | house | cons 중 하나를 사용하세요.
GMCommands.Player.InventoryWindowTitle:   플레이어 인벤토리 목록
GMCommands.Player.InfoHeader:             플레이어 정보 (클라이언트 # {0}, {1})
GMCommands.Player.InfoNameLastname:       - 이름/성: {0} {1}
GMCommands.Player.InfoRealmLevelGenderClass: - 렐름/레벨/성별/클래스: {0} {1} {2} {3} ({4})
GMCommands.Player.InfoGuild:              - 길드: {0} {1}
GMCommands.Player.InfoGuildRank:          랭크: {0}
GMCommands.Player.InfoPoints:             - 경험치/렐름 포인트/바운티 포인트: {0} xp, {1} rp, {2} bp
GMCommands.Player.InfoChampion:           - 챔피언: CL {0}, {1} clxp
GMCommands.Player.SaddlebagLeftFront:     왼쪽 앞
GMCommands.Player.SaddlebagRightFront:    오른쪽 앞
GMCommands.Player.SaddlebagLeftRear:      왼쪽 뒤
GMCommands.Player.SaddlebagRightRear:     오른쪽 뒤
GMCommands.Player.InfoActiveSaddlebags:   - 활성 안장 가방: {0} (0x{1:X2})
GMCommands.Player.InfoChampionNotStarted: - 챔피언: 시작 안 함
GMCommands.Player.InfoMasterLevels:       - 마스터 레벨: ML {0}, {1} mlxp, MLLine {2}
GMCommands.Player.InfoMasterLevelsNotStarted: - 마스터 레벨: 시작 안 함
GMCommands.Player.InfoCraftingSkill:      - 제작 스킬: {0}
GMCommands.Player.InfoMoney:              - 소지금: {0}
GMCommands.Player.InfoModelId:            - 모델 ID: {0}
GMCommands.Player.InfoRegionOid:          - 지역 OID: {0}
GMCommands.Player.InfoAfkMessage:         - 자리비움 메시지: {0}
GMCommands.Player.InfoHouseHeader:        주택 정보
GMCommands.Player.InfoPersonalHouse:      - 개인 주택: {0}
GMCommands.Player.InfoCurrentHouse:       - 현재 주택: {0}
GMCommands.Player.InfoInHouse:            - 주택 내부: {0}
GMCommands.Player.InfoAccountHeader:      계정 정보
GMCommands.Player.InfoAccountNameIp:      - 계정명 및 IP: {0} / {1}
GMCommands.Player.InfoPrivLevel:          - 권한 레벨: {0}
GMCommands.Player.InfoClientVersion:      - 클라이언트 버전: {0}
GMCommands.Player.InfoStatsHeader:        캐릭터 능력치
GMCommands.Player.InfoCurrentStats:       - 현재 능력치 {0}: {1}
GMCommands.Player.InfoCurrentValues:      - 현재 {0}: {1}
GMCommands.Player.InfoMaximumHealth:      - 최대 체력: {0}
GMCommands.Player.InfoCurrentAfAbs:       - 현재 AF 및 ABS: {0} AF, {1} ABS
GMCommands.Player.InfoSpeccingHeader:     특화 정보
GMCommands.Player.InfoRespecsAvailable:   - 사용 가능한 리스펙: {0} dol, {1} 단일, {2} 전체
GMCommands.Player.InfoRemainingSpecPoints: - 남은 특화 포인트: {0}
GMCommands.Player.InfoPlayerSpecialisations: - 플레이어 특화:
GMCommands.Player.InfoWindowTitle:        플레이어 및 계정 정보
KeepComponentInteract.DebugSelectedHookPoint: DEBUG: 선택한 훅포인트 ID {0}
Quest.Hardcore.ExemplifyBravery:          용기를 증명하세요.
Quest.Hardcore.BraveWhenAfraid:           두려울 때에도 용감할 수 있는지 궁금하군요.\n어쩌면 그때야말로 [용기를 낼 수 있습니다].
Quest.Hardcore.EarnedAnotherSunrise:      {0}님, 당신은 [또 하나의 일출]을 얻었습니다.
Quest.Hardcore.EnjoyMeal:                 식사를 즐기세요. 운이 좋다면 마지막 식사는 아닐 겁니다.
Quest.Hardcore.FaceFears:                 두려움과 마주했습니까?
Quest.Hardcore.WatchYourBack:             등 뒤를 조심하세요.
Quest.Hardcore.BraveWarning:              용기와 무모함의 경계는 생각보다 얇습니다.
Quest.Hardcore.HuntOrBeHunted:            사냥하거나, 사냥당하거나.
Quest.Hardcore.PredatorIntro:             번뜩이는 강철의 이빨.\n한쪽은 위에 서고, 한쪽은 아래에 눕습니다.\n[포식자]는 배불리 먹겠지요.
Quest.Hardcore.LookThemInEye:             상대의 눈을 똑바로 보세요.
Quest.Hardcore.HuntOnlyOneEats:           사냥하거나, 사냥당하거나. 오늘 밤 식사를 할 수 있는 건 한 명뿐입니다.
Quest.Hardcore.DoneToday:                 오늘 할 일은 모두 끝났습니다.
Quest.Hardcore.KillPlayerDescription:     죽지 않고 다른 플레이어를 처치하세요.\n빼앗은 목숨: ({0} | {1})
Quest.Hardcore.KillNpcDescription:        프론티어 지역에서 몬스터 25마리를 처치하세요.\n처치한 생명체: ({0} | {1})
Quest.Hardcore.ReturnToSucciAlb:          음울한 보상을 받으려면 캐슬 소베지의 Succi에게 돌아가세요.
Quest.Hardcore.ReturnToSucciMid:          음울한 보상을 받으려면 스바수드 파스테의 Succi에게 돌아가세요.
Quest.Hardcore.ReturnToSucciHib:          음울한 보상을 받으려면 드루임 리겐의 Succi에게 돌아가세요.
Quest.Hardcore.EnemyKilled:               [하드코어] 적 처치: ({0} | {1})
Quest.Common.DailyMonsterKilled:          [일일] 몬스터 처치: ({0} | {1})
Quest.Common.WeeklyNamedKilled:           [주간] {0} 처치: ({1} | {2})
Quest.Common.MonthlyNamedKilled:          [월간] {0} 처치: ({1} | {2})
Quest.Common.MonthlyFindEnemiesOldFrontiers: [월간] 옛 프론티어에서 적을 찾아야 합니다.
Quest.Common.MonthlyEnemiesKilled:        [월간] 적 처치: ({0} | {1})
Quest.Common.MonthlyCapturedKeeps:        [월간] 점령한 성채: ({0} | {1})
Quest.Common.MonthlyCapturedRelic:        [월간] 탈환한 렐릭: ({0} | {1})
Quest.Common.PlayersKilledProgress:       {0}\n플레이어 처치: ({1} | {2})
Quest.Common.BattlegroundPlayersKilled:   배틀그라운드에서 알맞은 플레이어를 찾을 수 있습니다.\n플레이어 처치: ({0} | {1})
Quest.Common.FrontierOrBattlegroundPlayersKilled: 프론티어 또는 배틀그라운드에서 알맞은 플레이어를 찾을 수 있습니다.\n플레이어 처치: ({0} | {1})
Quest.Common.PlacePlayersKilled:          {0}에서 알맞은 플레이어를 찾을 수 있습니다.\n플레이어 처치: ({1} | {2})
Quest.Common.KeepCaptureDescription:      전장으로 가서 킵을 점령하세요.\n킵 점령: ({0} | {1})
Quest.Common.ReturnToPazz:                보상을 받으려면 {0}의 Pazz에게 돌아가세요.
Quest.Common.BGKillIntro:                 안녕하세요 {0}님, 저는 Pazz입니다. 제 주인 Fen이 진행 중인 일에 쓸 뼈를 모으라고 지시했습니다. 알맞은 적을 처치하고 필요한 것을 가져와 주세요.
Quest.Common.BGKeepIntro:                 {0}님, 바로 본론으로 들어가겠습니다. 전장에는 킵을 점령할 만큼 대담한 사람이 필요합니다. 킵 하나를 점령하고 보상을 받으러 돌아오세요.
Quest.Common.WeeklyDFMonsterTooLow:       [주간] 다크니스 폴스 몬스터 처치 - 더 높은 레벨의 몬스터를 처치해야 카운트됩니다
Quest.Common.WeeklyDFMonstersKilled:      [주간] 다크니스 폴스 몬스터 처치: ({0} | {1})
Quest.Common.WeeklyBossesKilled:          [주간] {0} 보스 처치: ({1} | {2})
Quest.Common.NamedDailyKilled:            [일일] {0} 처치: ({1} | {2})
Quest.Common.DailyRealmEnemyKilled:       [일일] {0} 적 처치: ({1} | {2})
Quest.Common.WeeklyRealmEnemyKilled:      [주간] {0} 적 처치: ({1} | {2})
Quest.Common.TwoRealmPlayersKilled:       {0}\n플레이어 처치 - {1}: ({2} | {3})\n플레이어 처치 - {4}: ({5} | {6})
Quest.Common.SlayEnemyForces:             적의 프론티어로 진입해 그 병력을 처치하세요.
Quest.Common.ReturnToNpc:                 보상을 받으려면 {0}에게 돌아가세요.
Quest.Common.ReturnToNpcLocation:         보상을 받으려면 {1}의 {0}에게 돌아가세요.
Quest.Common.HelpNpcWithQuest:            {0}을(를) 도와 {1} 퀘스트를 진행하시겠습니까?
Quest.Common.HelpNpcQuest:                {0}을(를) 도와 {1} 퀘스트를 진행하시겠습니까?
Quest.Common.DidYouToken:                 안녕하세요 {0}님, {1}를 완료하셨나요?
Quest.Common.ReyDailyBonesIntro:          안녕하세요 {0}님, 저는 Rey입니다. 제 주인 Fen이 진행 중인 일에 쓸 뼈를 모으라고 지시했습니다. 할당량이 밀려 있어서 도움이 필요합니다.
Quest.Common.ReyExoticBonesIntro:         안녕하세요 {0}님, 저는 Rey입니다. 제 주인 Fen에게 색다른 뼈가 필요합니다. 프론티어로 가서 필요한 것을 가져와 주세요.
Quest.Common.ReyWeeklyBonesIntro:         믿기 어렵겠지만 {0}님, 색다른 뼈가 대량으로 필요합니다. 적의 프론티어로 진입해 그 병력을 처치하세요.
Quest.Common.EpicFrontierIntro:           안녕하세요 {0}님, 저는 {1}입니다. 우리 프론티어의 보급로를 거대한 몬스터들이 막고 있습니다. 그것들을 처리하는 데 도움이 필요합니다.
Quest.Common.EpicFrontierIntroFriends:    안녕하세요 {0}님, 저는 {1}입니다. 우리 프론티어의 보급로를 거대한 몬스터들이 막고 있습니다. 그것들을 처리하는 데 도움이 필요합니다.\n이번 일은 동료를 모으는 편이 좋을 겁니다. 이미 많은 훌륭한 병사를 잃었습니다.\n\n{2}을(를) 위해 프론티어의 [에픽 생명체 처치]를 해주시겠습니까?
Quest.Common.EpicFrontierReminder:        프론티어의 에픽 몬스터들을 찾아 처치한 뒤 보상을 받으러 돌아오세요.
Quest.Common.EpicFrontierDescription:     위험한 에픽 몬스터 셋을 찾아 처치하세요!\n{0}: ({1} | {2})\n{3}: ({4} | {5})\n{6}: ({7} | {8})
Quest.Common.ReyWeeklyBonesFlavor:        믿기 어렵겠지만 {0}님, 색다른 뼈가 대량으로 필요합니다. 일이 너무 많아서 임금 인상을 요구해야겠군요. 물론 그 전에 [발가락뼈 한 무더기]를 가져와 주셔야 합니다.\n\n어쨌든 처리해야 할 주문이 있으니까요...
Quest.Common.ReyExoticBonesFlavor:        안녕하세요 {0}님, 저는 Rey입니다. 제 주인 Fen에게 색다른 뼈가 필요합니다. 이런 건 {1}에서는 구하기 어렵죠, 무슨 뜻인지 아시겠지요.\n\n적에게서 [발가락뼈]를 가져와 주시겠습니까?
Quest.Common.SlayEnemyForcesSpecific:     적의 프론티어로 진입해 그 병력을 처치하세요. {0}와(과) {1}의 적은 많으니 찾을 수 있을 겁니다.
