# Languages
System.LanguagesName.EN:				English
Quest.Albion.ImmediateResolution.StewardAttacked: Barbarians have long attacked our borders! So long as they live, we shall never rest! Now off with ye
Quest.Albion.ImmediateResolution.MasterWelcome: Welcome young warrior! It is good that you have decided to take up the fight in Albion. Our borders are in need of [adventurers] such as you
Quest.Albion.ImmediateResolution.SubscribePrompt: Do you accept this task?
Quest.Albion.ImmediateResolution.AbortDeclined: Good, now go out there and finish your work!
Quest.Albion.ImmediateResolution.AbortingQuest: Aborting Quest {0}. You can start over again if you want.
Quest.Albion.ImmediateResolution.DeclineQuest: Oh well, if you change your mind, please come back!
Quest.Albion.ImmediateResolution.AcceptQuest: Good! Locate Steward Willie in the keep overlooking Humberton!
Quest.Albion.ImmediateResolution.Description1: Locate Steward Willie in the keep overlooking Humberton!
Quest.Albion.ImmediateResolution.Description2: Locate the guards who defend a bridge just east of Humberton. Deliver the wax-sealed note to them. Do not tarry!
Quest.Albion.ImmediateResolution.MoneyReward: You receive {0} for your service.
Quest.Albion.WolfPeltCloak.StewardHasFur: Ah, well done! His Lordship will be pleased to know there is one less mongrel in the pack! Give me the fur so I can throw it with the others.
Quest.Albion.WolfPeltCloak.StewardHasToken: Give the token to Seamstress Lynnet in Ludlow, she'll give ye your reward. Thank ye for your fine services to His Lordship.
Quest.Albion.WolfPeltCloak.StewardInProgress: Good! I know we ca'count on ye. I will reward ye for the pelt ye bring me from one of those vile beasts!
Quest.Albion.WolfPeltCloak.StewardGreeting: Aye, hello there! Have ye been sent t'help with our [problem]
Quest.Albion.WolfPeltCloak.Problem: What? Ye haven't heard? Hhhmm, then I wonder if ye would [like to help]
Quest.Albion.WolfPeltCloak.PackOfWolves: There should be some around the area of this village, take a look near the road to Camelot. Kill any wolf pups you can find, and bring me its fur.
Quest.Albion.WolfPeltCloak.LikeToHelp: That's wonderful! We've been havin' a serious problem with a [pack of wolves]. His Lordship wants'em eliminated because they have been a-bothering the people here about. His Lordship has authorized me to reward those who [serve him well].
Quest.Albion.WolfPeltCloak.SubscribePrompt: Do you accept the Wolf Pelt Cloak quest?
Quest.Albion.WolfPeltCloak.LynnetToken: I hear you have a token for me, as proof of your valuable work for his Lordship. Give it to me and I will reward you.
Quest.Albion.WolfPeltCloak.BrotherDonGreeting: Hail! You don't perhaps have one of those fine wolf pelt cloaks? If you no longer have need of it, we could greatly use it at the [orphanage].
Quest.Albion.WolfPeltCloak.Orphanage: Why yes, the little ones can get an awful chill during the long cold nights, so the orphanage could use a good [donation] of wolf cloaks. I would take any that you have.
Quest.Albion.WolfPeltCloak.Donation: Do you want to donate your cloak?
Quest.Albion.WolfPeltCloak.AbortDeclined: Good, now go out there and finish your work!
Quest.Albion.WolfPeltCloak.AbortingQuest: Aborting Quest {0}. You can start over again if you want.
Quest.Albion.WolfPeltCloak.DeclineQuest: Oh well, if you change your mind, please come back!
Quest.Albion.WolfPeltCloak.Description1: [Step #1] Go out into the fields to hunt a wolf pup and flay its fur.
Quest.Albion.WolfPeltCloak.Description2: [Step #2] Bring the fur back to Steward Willie in Humberton Fort.
Quest.Albion.WolfPeltCloak.Description3: [Step #3] Go to Seamstress Lynnet in Ludlow and bring her the wolf head token.
Quest.Albion.WolfPeltCloak.BrotherDonThanks: Thank you! Your service to the church will been noted!
Quest.Albion.WolfPeltCloak.BrotherDonComplete: Well done! You've helped the children get over the harsh winter.
Quest.Albion.WolfPeltCloak.WolfKilled: You've killed the {0} and flayed the fur from it.!
Quest.Albion.WolfPeltCloak.StewardTakeToken: Take this token from His Lordship. If ye give it to Seamstress Lynnet in Ludlow, she'll give ye your reward. Thank ye for your fine services to His Lordship.
Quest.Albion.WolfPeltCloak.LynnetReward: Well done! Here's your fine wolf pelt cloak. Wear it with pride knowing you have helped his Lordship.
Quest.Albion.WolfPeltCloak.MoneyReward: You receive {0} for your service.
Quest.Albion.LostStoneOfArawn.Description1: Speak to Honayt'rt in Wearyall Village.
Quest.Albion.LostStoneOfArawn.Description2: Speak to N'chever in Wearyall Village.
Quest.Albion.LostStoneOfArawn.Description3: Speak to O'honat in Caer Diogel.
Quest.Albion.LostStoneOfArawn.Description4: Leave Caer Diogel and head out of town to the West. As you reach the coast, turn North. The demon that we need to kill usually roams the Plains of Gwyddneau.
Quest.Albion.LostStoneOfArawn.Description5: Go back to Caer Diogel and give O'honat the Stone.
Quest.Albion.LostStoneOfArawn.Description6: Read the speech to see who it is addressed to, and return it for your reward.
Quest.Albion.LostStoneOfArawn.NoRoomForStone: You dont have enough room for {0} and drops on the ground.
Quest.Albion.LostStoneOfArawn.EnterDemonArea: This is Marw Gwlad. The ground beneath your feet is cracked and burned, and the air holds a faint scent of brimstone.
Quest.Albion.LostStoneOfArawn.NyaeghaAmbush: Nyaegha ambushes you!
Quest.Albion.LostStoneOfArawn.HonaytrtStep1: Thanks for your help! N'chever, O'honat and I have been looking for this stone a long time.\nSpeak with N'chever in Wearyall Village, he will be able to tell you more about the [Stone of Arawn].
Quest.Albion.LostStoneOfArawn.HonaytrtStep2: Hey {0}, have you visited N'chever yet? You can find him near Wearyall.
Quest.Albion.LostStoneOfArawn.HonaytrtStep3: Greetings, I heard you are on your way to O'honat, I'm sure she will help you find what we are searching for.
Quest.Albion.LostStoneOfArawn.HonaytrtStep4: Wow, O'honat really found something eh?\nI knew she could be counted on!
Quest.Albion.LostStoneOfArawn.HonaytrtStep5: Oh dear, have you really found the stone?\nPlease bring it to O'honat first, she has to see it!
Quest.Albion.LostStoneOfArawn.HonaytrtStep6: I can't really explain how happy I am, thanks for your help {0}!\nHere's your [reward].
Quest.Albion.LostStoneOfArawn.HonaytrtGreeting: Hello {0}, we live in dark times and only finding the lost Stone of Arawn can save us.\nI've been searching for it for several years with no luck, could you maybe [help me] retrieve the stone?
Quest.Albion.LostStoneOfArawn.SubscribePrompt: Will you help Honayt'rt retrieve the [Lost Stone of Arawn]?
Quest.Albion.LostStoneOfArawn.HonaytrtStoneOfArawn: You can find N'chever North of Wearyall Village, go and speak to him.
Quest.Albion.LostStoneOfArawn.NcheverStep1: Hey {0}, welcome to Wearyall Village, if you need some rest you can visit our stables.\nThere, you'll also find my dear friend Honayt'rt, I feel you will like each other!
Quest.Albion.LostStoneOfArawn.NcheverStep2: Greetings, I see you spoke with Honayt'rt about our mission already. We are searching for a [stone], do you want to help us?
Quest.Albion.LostStoneOfArawn.NcheverStep3: Hey {0}, have you visited O'honat yet? You can find her near Caer Diogel's ramparts.
Quest.Albion.LostStoneOfArawn.NcheverStep4: Unbelievable, O'honat really found something?\nThat's great!
Quest.Albion.LostStoneOfArawn.NcheverStep5: Please bring this stone to O'honat, she will know what we need to do next.
Quest.Albion.LostStoneOfArawn.NcheverStep6: Thanks for showing me the Stone, now bring it to Honayt'rt at the stables, she will reward you.
Quest.Albion.LostStoneOfArawn.NcheverGreeting: Greetings, isn't it a perfect day?
Quest.Albion.LostStoneOfArawn.NcheverStone: Visit O'honat in Caer Diogel and ask her about the [Lost Stone of Arawn], I've been told she usually can be found near the ramparts.
Quest.Albion.LostStoneOfArawn.NcheverLostStone: Visit O'honat in Caer Diogel!
Quest.Albion.LostStoneOfArawn.OhonatStep1: Hello Adventurer, I am {0}! Have visited Wearyall Village?\nI have some friends there, Honayt'rt and N'chever, feel free to speak with them.
Quest.Albion.LostStoneOfArawn.OhonatStep2: Hey, have you visited Honayt'rt or N'chever yet? They are really nice people.
Quest.Albion.LostStoneOfArawn.OhonatStep3: Did N'chever send you?\nYeah we are on a mission to find the lost Stone of Arawn. I heard of a demon who likes to torture animals and other creatures growing stronger in [Gwyddneau], we have to do something immediately or it will be too late for Albion!
Quest.Albion.LostStoneOfArawn.OhonatStep4: Leave Caer Diogel and head out of town to the West. As you reach the coast, turn North. The demon that we need to kill usually roams the Plains of Gwyddneau.\nKill the demon and bring me the stone!
Quest.Albion.LostStoneOfArawn.OhonatStep5: Hey {0}, you are the hero we needed. I really thought it would have been [impossible].
Quest.Albion.LostStoneOfArawn.OhonatStep6: I know Honayt'rt will be very happy. Bring her the speech!
Quest.Albion.LostStoneOfArawn.OhonatGreeting: Greetings Adventurer, feel free to buy something in our merchant house, if you need anything.
Quest.Albion.LostStoneOfArawn.OhonatImpossible: Thanks {0}. Now take this scroll and bring it to Honayt'rt, she needs to read it as soon as possible!\n[Farewell], hero of Albion!
Quest.Albion.LostStoneOfArawn.AbortDeclined: Good, now go out there and finish your work!
Quest.Albion.LostStoneOfArawn.AbortingQuest: Aborting Quest {0}. You can start over again if you want.
Quest.Albion.LostStoneOfArawn.DeclineQuest: Come back if you are ready to help us in our mission.
Quest.Albion.LostStoneOfArawn.AcceptQuest: Thank you, lets talk more about the stone!
Quest.Albion.LostStoneOfArawn.MoneyReward: You receive {0} as a reward.
Quest.Epic.Academy50.Name:                Symbol of the Broken (Level 50 Academy Epic)
Quest.Epic.Academy50.Step1Reminder:       Albion's fate lies in your hands. Seek out [Morgana] at the fallen tower in Lyonesse!
Quest.Epic.Academy50.Step2Reminder:       Were you able to [fulfill] your given task? Albion's fate lies in your hands.
Quest.Epic.Academy50.Intro:               Ah good to see you, there are rumors about your tasks all over Albion, yet we are in need of your [services] once again!
Quest.Epic.Academy50.Subscribe:           Will you help Ferowl [Academy Level 50 Epic]
Quest.Epic.Academy50.Morgana:             You must have heard about her, she's the evil sister of King Arthur, tried to take his throne. She must be [stopped]!
Quest.Epic.Academy50.Stopped:             Once Morgana has summoned her army everything is lost. So hurry and stop her unholy rituals. With the help of two mighty demons Silcharde and Bechard she can summon as many minions as she wants. Killing them should be enough to stop her [ritual].
Quest.Epic.Academy50.Ritual:              Morgana is probably performing her ritual at the fallen tower in Lyonesse. To get there follow the Telamon road past the majority of the Danaoian Farmers, until you see the [fallen tower].
Quest.Epic.Academy50.FallenTower:         Be wise and don't take any unnecessary risks by going directly at Morgana, you might be a strong {0}, but you are no match for Morgana herself. Kill her demons and return to me, we will then try to take care of the rest, once her time has come.
Quest.Epic.Academy50.Fulfill:             Did you find anything near the fallen tower? If yes [give it to me], we could need any hints we can get on our crusade against Morgana.
Quest.Epic.Academy50.AbortDecline:        Good, now go out there and finish your work!
Quest.Epic.Academy50.Decline:             Our God forgives your laziness, just look out for stray lightning bolts.
Quest.Epic.Academy50.Accept:              I have heard rumors about the witch [Morgana] trying to summon an army of demons to crush the mighty city of Camelot!
Quest.Epic.Academy50.Description1:        Seek out Bechard and Silcharde at the fallen tower in Lyonesse and kill them with the rest of the summoned demons!\nBechard killed: ({0} | 1)\nSilcharde killed: ({1} | 1)\nSummoned demons killed: ({2} | 20)
Quest.Epic.Academy50.Description2:        Return the pouch to Ferowl for your reward!
Quest.Epic.Academy50.MorganaYell:         You may have stopped me here, but I'll come back! Albion will be mine!
Quest.Epic.Academy50.Calm:                A sense of calm settles about you!
Quest.Epic.Academy50.TakePouch:           Take the pouch to {0}
Quest.Epic.Church50.Name:                 Passage to Eternity (Level 50 Church Epic)
Quest.Epic.Church50.Intro:                It appears that those present when the glyph was made whole received a [vision].
Quest.Epic.Church50.LyonesseReminder:     You must not let this occur {0}! I am familiar with [Lyonesse]. I suggest that you gather a strong group of adventurers in order to succeed in this endeavor!
Quest.Epic.Church50.DefeatReminder:       Were you able to [defeat] the cult of the dark lord Arawn?
Quest.Epic.Church50.Vision:               They speak of a broken cathedral located within the borders of Lyonesse. The glyph was able to show the new [occupants] of this cathedral.
Quest.Epic.Church50.Occupants:            Occupants that worship not the church of Albion, but the dark lord Arawn! Magess Axton requests that you gather a group and destroy the leader of these dark disciples. She believes these worshippers of Arawan strive to [break the light of camelot] and establish their own religion within our realm.
Quest.Epic.Church50.Subscribe:            Will you help Roben [Church Level 50 Epic]?
